primary_name,Address,city,Lunch Capacity,Dinner Capacity,pdr,Min Pdr Qty,BarAvailable,Valet Parking,Complimantary Drinks,Outlet Timings,Live Music,TV,Wheel Chair,Lift,Baby Chair,Landmark For Outlets
Sarjapur Road,"No 53/1,Barbeque Nation, 3rd Floor, Ashrith Aries, Marathahalli - Sarjapur Rd, opposite HP Petrol Pump, Doddakannelli, Bengaluru, Karnataka 560035

",Bengaluru,165,165,false,0,True,Only Parking Assistance,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,True,True,False,True,True,Above Brand factory and Opt to HP Petrol Bunk.
"Savoy Greens, GT Road","1st Floor,Savoy Greens, Village Uchana,Karnal Haryana, 132001",Karnal,104,104,false,0,False,No,No,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,False,Savoy Greens
"Sayaji Hotel, Wakad","135-136, 10th Floor, Sayaji Hotel, Mumbai-Bangalore, Bypass Highway, Shankar Kalat Nagar, Wakad, Pune, Maharashtra 411057",Pune,140,140,false,0,True,YES,Only for Lunch from Monday to Friday  one round soft drink or Mocktails.,Lunch open by 12.00 pm and close by 04.30 pm and last entry is 03.30 pm.<br><br/> Dinner open by 06.30 pm and close by 11.00 pm and last entry by 10.00 pm.,False,False,False,True,True,SAYAJI HOTELS
"Sector 10, Rohini","6th Floor, Unity One Mall, Near Rohini West Metro Station New Delhi 110085",New Delhi,122,122,false,0,True,Only Parking Assistance,Only for Lunch from Monday to Friday One Round Soft drink or Mocktails,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,False,False,Unity One  Mall
"Sector 11, Belapur","Sharda Terraces, Palm Beach Rd, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Mumbai,118,118,false,0,True,No,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry 10.45 pm <br><br/>,False,False,False,False,True,"Sector 11, CBD Belapur"
Sector 26,"SCO 39, Block 2, Sector 26, Madhya Marg, near Green Market, Chowk, Chandigarh, 160019",Chandigarh,146,146,false,0,True,Only Parking Assistance,Lunch / Monday to Friday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,False,True,OPP CORPORATE BHAVAN
"Sector 5, Nerul","First Floor, Plot No.20, Beverley Park, Sector 6, Palm Beach Road, Nerul,Above HDFC Bank, Navi Mumbai, Maharashtra 400706, India",Mumbai,60,60,false,0,True,Self Road Side Parking,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.15 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry 10.45 pm <br><br/>,False,False,False,False,True,Beverley Park
"Sector 5, Salt Lake","K 1, RDB Boulevard, Block Ep & Gp, Sector 5, Salt Lake,Kolkata, West Bengal 700091",Kolkata,112,112,false,0,True,No,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner open by 06.30 pm and close by 11.30 pm and last entry 10.30 pm <br><br/>,False,False,False,True,True,NA
Sector 59,"SC0 5&6, 1st Floor, Phase-V, Sector 59, SAS Nagar, Sahibzada Ajit Singh Nagar, Mohali, Punjab 160059",Mohali,110,110,false,0,True,No valet parking ( Mall Parking chargable ),Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,True,NEAR KALYAN JEWELLERS
"Sector C, Vasant Kunj","Plot No. 11, Local Shopping Center, Pyramid Building, Pocket 7, Sector C, Vasant Kunj, New Delhi, Delhi 110070",New Delhi,132,132,false,0,True,Only Parking Assistance,Lunch : Monday to Friday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner open by 06.00 pm and close by 12.00 am and last entry 11.00 pm <br><br/>,True,False,False,False,False,"Plot No. 11, Local Shopping Center, Pyramid Building"
"Sector E, Aliganj","3rd floor, STW infinity, Plot no.5, opposite kendriya bhawan, near purania chauraha, sector e, Aliganj Lucknow, Uttar Pradesh -226024",Lucknow,136,136,false,0,False,NO,Only for Lunch from Monday to Saturday one round soft drink or Mocktails.,Monday to Friday Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.45 pm <br><br/> Sat & Sun outlet is open by 12.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>Monday to Friday Dinner open by 06.00 pm and close by 12.00 am and last entry 11.00 pm <br><br/>,True,False,False,True,False,STW infinity
"Selex Mall, East Fort","2nd Floor, Selex Mall, Eastfort, Thrissur, Kerala 680005, India",Thrissur,88,88,false,0,False,"No valet parking ( ""Mall Parking - paid parking"" )",Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Monday to Saturday Lunch open by 12.00 pm and close 04.30 pm and last entry is 03.30 pm <br><br/> Monday to Saturday Dinner by 06.30 pm and close by 11.30 pm and last entry is 10.30 pm <br><br/> Sunday lunch open by 11.30 am and close by 5.45 pm and last entry by 4.15 pm <br><br/> Sunday Dinner open by 06.30 pm and close by 11.30 pm and last entry is 10.30 pm <br><br/>,False,False,False,True,True,SELEX MALL YESOR
"Sentrum Mall, Kanyapur","Sentrum Mall, 4th Floor, Shristi Nagar Road, Kanyapur, Asansol, West Bengal 713341",Asansol,110,110,false,0,False,Only Parking Assistance,No,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner open by 06.30 pm and close by 11.30 pm and last entry 10.30 pm <br><br/>,False,False,False,True,True,Sentrum Mall
Sevoke Road,"Barbeque nation Hospitality ltd,2nd Floor,PRM sevoke,1,Sevok Road,Siliguri,Westbengal-734001

",Siliguri,126,126,false,0,False,No,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner open by 06.30 pm and close by 11.00 pm and last entry 10.00 pm <br><br/>,False,False,False,True,True,PRM SEVOK OPP HOTEL SUCHITRA
Sharda College Road,"4/119, 3rd floor, Jayakumar plaza, Sharda College Road, Alagapuram, Salem-636016, Tamilnadu",Salem,89,89,false,0,False,Only Parking Assistance,Lunch / Friday and Saturday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,False,False,False,True,True,Fairlands polica station 
Sohna Road,"SN G85, Gr Flr, Spaze Platinum Tower Gurgaon Sohna Highway,Near Raheja Mall, Sohna - Gurgaon Rd, Malibu Town, Sector 47, Gurugram, Haryana 122018",Gurugram,130,130,false,0,True,No valet parking ( Mall Parking),Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,False,False,SPAZE PLATIUM TOWER  SOHNA ROAD
South Extension II,"D-6, 3rd floor, ring road, south extention-2, New delhi-110049

",New Delhi,120,120,false,0,True,NA,No complimentary drinks for Lunch and dinner,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,True,True,True,False,Hazoorilal Legacy Jewellers
"Square Mall, Civil Lines","P Square Mall,Near Civil Lines Bus Stand, 218E/71, MG Road, Civil Lines, Allahabad, Uttar Pradesh 211001, India",Prayagraj,93,93,false,0,True,No Valet parking ( Mall parking chargable  ),Only for Lunch from Monday to Saturday one round soft drink or Mocktails.,Monday to Friday Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.45 pm <br><br/> Sat & Sun outlet is open by 12.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>Monday to Friday Dinner open by 06.00 pm and close 12.00 am and last entry for lunch 11.00 pm <br><br/>,False,False,False,True,True,Civil land Bus Stand
"SS Omnia Mall, Sector 86","1st Floor, Ss Omnia mall sector 86, Gurgaon, 122505",Gurugram,108,108,false,0,True,No,No,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,False,Ss Omnia mall
"Stellar IT Park, Sector 62"," floor plot no c, Stellar IT Park, 1st, 25, C Block, Phase 2, Industrial Area, Sector 62, Noida, Uttar Pradesh 201307",Noida,120,120,false,0,True,Mall Parking chargeable,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,False,NA
STV Nagar,"4th floor,19-4-8/14 Dr. Agarwals Eye Hospital, AIR Bypass Rd, Near Passport office, STV Nagar, Tirupati, Andhra Pradesh 517501",Tirupati,114,114,false,0,False,No,Only for Lunch from Friday and  Saturday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,True,False,False,True,True,Near Passport Office
T Nagar Bazullah Road,"No. 39, 1st Floor, On Bazullah Road, Star City Service Apartments,Next to The Grand Sweets or Near Rama Rao Road, Chennai, Tamil Nadu 600017, India",Chennai,148,148,false,0,False,Self Parking,No,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry is 11.00 pm <br><br/>,False,False,True,False,True,NO 39 bazulla road siesta apartment next to grand sweet first floor near vasnt and co company
The Grand Mall Velachery,"The Grand Mall, 1st Floor, 137, Dr Seetaram Nagar,, 1st Cross Street, Velachery - Tambaram High Road, Velachery, Chennai, Tamil Nadu 600042",Chennai,158,158,false,0,False,No valet parking ( Mall Parking chargable),Lunch / Wednesday to Saturday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,False,False,False,False,True,GOLDEN HIGHTS BUILDING
TI Mall,"TI Mall, 3rd, 11, Mahatma Gandhi Rd, South Tukoganj, Indore, Madhya Pradesh-452001",Indore,133,133,false,0,True,No,Only for Lunch from Monday to Saturday one round soft drink or Mocktails.,Monday to Friday Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.45 pm <br><br/> Sat & Sun outlet is open by 12.00 pm and close 11.45 pm and last entry 10.45 pm <br><br/>Monday to Friday Dinner open by 06.00 pm and close by 11.45 pm and last entry 10.45 pm <br><br/>,True,False,False,True,False,TI Mall
"Times Square, Sakinaka","Time Square, Sakinaka, Unit No 1 &2, Ground Floor, C Wing Sagbaug, Near Marol Naka Metro Station, Andheri (East) - 400069",Mumbai,140,140,false,0,True,NA,Lunch / Monday to Friday / 1 Round / Soft drink or Mocktail.,"12:00 PM to 2:30 PM

2:30 PM TO 3:30PM

6:30 PM TO 9:15 PM

9:15 PM TO 12.00 PM

",False,False,False,False,False,Opposite Mittal Estate
Tonk Road,"2nd Floor, Jaipur Centre Complex, Tonk road Jaipur - 302018",Jaipur,110,110,false,0,True,Only Parking Assistance,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,True,hotel bela kata  bitoo bypass
Town Hall,"#1000, Hotel Metro Park Inn, Raja Street, Town Hall, 

Coimbatore, Tamil Nadu 641001",Coimbatore,108,108,false,0,True,Only Parking Assistance,Lunch / Wednesday to Saturday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,False,False,False,True,True,"Kanniyammal temple, town hall"
"Trade Centre, BKC","Unit No G1B, Trade Centre, BKC, Bandra East, Mumbai, 400051",Mumbai,128,128,false,0,True,NO,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry 11.00 pm <br><br/>,False,False,False,False,False,"MMRDA Area, Bandra Kurla Complex"
"Traffic More, Sodepur","Barbeque Nation Hospitality Ltd, 05th Floor, P92F+HQ5, Peerless Nagar, Ramkrishna Pally, Panihati, Khardaha, West Bengal 700110

",Kolkata,118,118,false,0,False,No,We serve 1 round of complimentary drinks in Lunch from Monday to Friday..,"Lunch open by 12.00 pm and close by 04.30 pm and last entry by 04.30 pm.

Dinner open by 06.30 pm and close by 11.30 pm and last entry by 10.30 pm",False,False,False,True,True,Sodepur Traffic More
Udeshna Building,"Udeshna building, Hari Mandir Path, Sarumotoria, Guwahati, Assam 781036",Guwahati,116,116,false,0,False,No,Only for Lunch from Monday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and Close by 04.30 pm and Last entry for lunch 03.30 pm <br><br/><br><br/>Dinner open by 06.30 pm and close 11.30 pm and last 10.30 pm,False,False,False,True,True,Near PVR cinema or Down town hospital
"Unity Mall, Janakpuri","Unity One, 2nd Floor, Narang Colony, Chander Nagar, Janakpuri, Narang Colony, Chander Nagar, Janakpuri, New Delhi, Delhi 110058",New Delhi,120,120,false,0,True,No valet parking ( Mall Parking chargable),Only for Lunch from Monday to Friday One Round Soft drink or Mocktails or Pint Beer   <br/><br/> Saturday One Round Soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry for lunch 04.00 pm <br><br/> Dinner open by 06.00 pm and close by 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,False,"Unity One Mall, 2nd Floor, Narang Colony"
"Urban Estate, Phase 2","SCO 37, 38, Third Floor, Phase 2, Urban Estate Phase 2, Rajpura Road, NH 64, Patiala, Punjab 147002",Patiala,90,90,false,0,True,Only Parking Assistance,No,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,False,False,False,True,False,Vardhaman hospital
Vadapalani,"No 1, 2nd Floor, Hotel Bheemas Amman Koil St, Jawaharlal Nehru Rd, near Murugan Temple, Vadapalani, Chennai, Tamil Nadu 600026",Chennai,160,160,true,30,False,YES,Only for Lunch Saturday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry is 11.00 pm <br><br/>,False,False,False,False,True,"Hotel Bheemas, 2nd Floor, 100 Feet "
Veeras Vega,"2nd Floor, Veeras Vega, No.68, Next to Reliance Mall, Perundurai Road, Erode, Tamil Nadu 638009, India",Erode,88,88,false,0,False,Only Parking Assistance,Only for Lunch Saturday one round soft drink or Mocktails.,Monday to Saturday Lunch open by 12.00 pm and close 04.30 pm and last entry is 03.30 pm <br><br/> Monday to Saturday Dinner by 06.30 pm and close by 11.30 pm and last entry is 10.30 pm <br><br/> Sunday lunch open by 11.30 am and close by 5.45 pm and last entry by 4.15 pm <br><br/> Sunday Dinner open by 06.30 pm and close by 11.30 pm and last entry is 10.30 pm <br><br/>,False,False,False,True,True,"Eras Vega, No.68, Next to Reliance Mall, Perundurai Road, Erode"
"Vegas Mall, Sec-14, Dwarka","Barbeque Nation Hospitality Ltd, 5TH FLOOR SHOP NO. R-05 VEGAS MALL,POCKET 1 SECTOR -14 DWARKA DELHI -110078

",New Delhi,104,104,false,0,True,NO,Lunch : Monday to Friday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry 04.00 pm <br><br/>Dinner open by 06.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>,True,False,False,True,False,( NEAR METRO STATION DWARKA SEC 14) VEGAS MALL
"Venkatagiri Plaza, Gokul Road","2nd floor, Venkatagiri Plaza, Opp. Oasis Mall, Gokul Rd, Hubli, Karnataka 580030",Hubli,90,90,false,0,False,Only Parking Assistance,No,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,False,False,False,False,False,"Venkatagiri Plaza, Opp. Oasis Mall, Gokul Rd, Hubballi"
"Virasha STC, Gulmohar Colony","2nd floor, Virasha STC, Bawadia kalan, Gulmohar colony, Bhopal-(M.P).462026",Bhopal,139,139,false,0,True,No,Only for Lunch from Monday to Saturday one round soft drink or Mocktails.,Monday to Friday Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.45 pm <br><br/> Sat & Sun outlet is open by 12.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>Monday to Friday Dinner open by 06.00 pm and close 12.00 am and last entry for lunch 11.00 pm <br><br/>,False,False,False,True,True,opposite to bharat petrolium
Vithal Udyognagar Anand,"2ndFloor, MARUTI SOLARIS, Anand - Sojitra Road, Vithal Udyognagar, Sarvodaya Society, Anand, Gujarat 388345",Anand,122,122,false,0,False,NO,No,"Lunch open by 12.00 pm and close by 4.30 pm and last entry is 3.30 pm,<br><br/> Dinner start by 06.30 pm and close by 11.30 pm and last entry is 10.30 pm<br><br/>",True,False,False,True,True,Anand - Sojitra Road
Waltair Road Vizag,"10-50-12, Opp Circuit House Waltair uplands, ward Ramnagar, Siripuram, Visakhapatnam, Andhra Pradesh 530003",Visakhapatnam,138,138,false,0,False,NA,We serve 1 round of complimentary drinks in Lunch from Monday to Saturday..,"12:00 PM to 2:30 PM

2:30 PM TO 3:30PM

6:00 PM TO 8:00 PM

8:00 PM TO 10.00 PM

",True,False,False,True,True,"10-50-12, Opp Circuit House Waltair uplands, ward Ramnagar, Siripuram, Visakhapatnam, Andhra Pradesh 530003"
"Westend Mall, Aundh","4th floor, Westend Mall, Mahad ji shinde road, Near Parihar Chowk Harmony socirty, Wireless Colony, Aundh, Pune-411007",Pune,104,120,false,0,True,No,Only for Lunch from Wednesday to Friday one round soft drink or Mocktails.,Lunch open by 12.00 pm and close by 04.30 pm and last entry is 03.30 pm.<br><br/> Dinner open by 06.30 pm and close by 11.30 pm and last entry by 10.30 pm.,True,False,False,True,False,Westend Mall
"Xperia Mall,Dombivli","Barbeque Nation Hospitality Ltd, Unit No-14,3rd Floor,Xperia Mall, Kalyan-Shilphata Road,Palava,Dombivli,Thane, Maharashtra 421204 

",Mumbai,100,100,false,0,False,Mall Parking,We serve 1 round of complimentary soft drinks in Lunch from  Wednesday to Friday.,"Lunch open by 12.00 pm and close by 4.45 pm and last entry by 04.00 pm,

Dinner open by 06,30 pm and close by 11.55 pm and last entry by 11.00 pm",False,False,True,True,False,Xperia Mall 
Yelahanka,"1st Floor,Prestige Plaza, Yelahanka New Town Main Road, Yelahanka Rd, Bengaluru, Karnataka 560064",Bengaluru,108,108,false,0,False,No : Only Parking Assistance,Lunch / Wednesday to Saturday / 1 Round / Soft drink or Mocktail.,Lunch open by 12.00 pm and close 05.00 pm and last entry is 04.00 pm <br><br/> Dinner by 06.30 pm and close by 11.55 pm and last entry is 11.00 pm <br><br/>,False,False,False,True,True,Yelahanka New Town Main Road
"YK Nagar, Virar West","3rd Floor, Above Big Bazaar, Yashwant Building, Village Dongre By Pass Road, YK Nagar, Virar West, Mumbai, Maharashtra 401304",Mumbai,110,110,true,20,True,NO,No,Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.30 pm <br><br/> Dinner by 06.30 pm and close by 11.45 pm and last entry 11.00 pm <br><br/>,False,False,False,True,True,"Above Big Bazaar, Yashwant Building, Village Dongre By Pass Road,"
"Z Square Mall, MG Road","Shop - p3, 16 113, Mahatma Gandhi Rd, Downtown, Kanpur, Uttar Pradesh 208001",Kanpur,105,105,false,0,False,Only Parking Assistance,Only for Lunch from Monday to Saturday one round soft drink or Mocktails.,Monday to Friday Lunch open by 12.00 pm and close 04.30 pm and last entry for lunch 03.45 pm <br><br/> Sat & Sun outlet is open by 12.00 pm and close 12.00 am and last entry 11.00 pm <br><br/>Monday to Friday Dinner open by 06.00 pm and close 12.00 am and last entry for lunch 11.00 pm <br><br/>,False,False,False,True,True,Zster mall